attempt_id,student_id,exam_type,test_number,test_date,question_id,topic,subtopic,difficulty,is_correct,time_taken,total_marks,marks_obtained
ATT_26846,STU_0276,JEE,3,2026-02-15,Q_0003,Physics,Thermodynamics,easy,True,34,4,4
ATT_26847,STU_0276,JEE,3,2026-02-15,Q_0004,Physics,Thermodynamics,easy,True,54,4,4
ATT_26848,STU_0276,JEE,3,2026-02-15,Q_0005,Physics,Thermodynamics,easy,True,67,4,4
ATT_26849,STU_0276,JEE,3,2026-02-15,Q_0006,Physics,Electromagnetism,easy,True,68,4,4
ATT_26850,STU_0276,JEE,3,2026-02-15,Q_0007,Physics,Electromagnetism,medium,True,96,4,4
ATT_26851,STU_0276,JEE,3,2026-02-15,Q_0008,Physics,Electromagnetism,easy,True,33,4,4
ATT_26852,STU_0276,JEE,3,2026-02-15,Q_0009,Physics,Optics,easy,True,65,4,4
ATT_26853,STU_0276,JEE,3,2026-02-15,Q_0010,Physics,Optics,easy,True,38,4,4
ATT_26854,STU_0276,JEE,3,2026-02-15,Q_0011,Physics,Modern Physics,easy,True,33,4,4
ATT_26855,STU_0276,JEE,3,2026-02-15,Q_0012,Physics,Modern Physics,easy,True,31,4,4
ATT_26856,STU_0276,JEE,3,2026-02-15,Q_0013,Chemistry,Physical Chemistry,easy,True,79,4,4
ATT_26857,STU_0276,JEE,3,2026-02-15,Q_0014,Chemistry,Physical Chemistry,easy,True,30,4,4
ATT_26858,STU_0276,JEE,3,2026-02-15,Q_0015,Chemistry,Organic Chemistry,easy,True,69,4,4
ATT_26859,STU_0276,JEE,3,2026-02-15,Q_0016,Chemistry,Organic Chemistry,easy,True,38,4,4
ATT_26860,STU_0276,JEE,3,2026-02-15,Q_0017,Chemistry,Organic Chemistry,easy,True,50,4,4
ATT_26861,STU_0276,JEE,3,2026-02-15,Q_0018,Chemistry,Inorganic Chemistry,medium,True,88,4,4
ATT_26862,STU_0276,JEE,3,2026-02-15,Q_0019,Chemistry,Inorganic Chemistry,easy,True,78,4,4
ATT_26863,STU_0276,JEE,3,2026-02-15,Q_0020,Chemistry,Inorganic Chemistry,easy,True,54,4,4
ATT_26864,STU_0276,JEE,3,2026-02-15,Q_0021,Mathematics,Algebra,easy,True,82,4,4
ATT_26865,STU_0276,JEE,3,2026-02-15,Q_0022,Mathematics,Algebra,easy,True,60,4,4
ATT_26866,STU_0276,JEE,3,2026-02-15,Q_0023,Mathematics,Algebra,easy,True,77,4,4
ATT_26867,STU_0276,JEE,3,2026-02-15,Q_0024,Mathematics,Calculus,easy,True,30,4,4
ATT_26868,STU_0276,JEE,3,2026-02-15,Q_0025,Mathematics,Calculus,easy,True,62,4,4
ATT_26869,STU_0276,JEE,3,2026-02-15,Q_0026,Mathematics,Trigonometry,easy,True,66,4,4
ATT_26870,STU_0276,JEE,3,2026-02-15,Q_0027,Mathematics,Trigonometry,easy,True,66,4,4
ATT_26871,STU_0276,JEE,3,2026-02-15,Q_0028,Mathematics,Coordinate Geometry,easy,True,42,4,4
ATT_26872,STU_0276,JEE,3,2026-02-15,Q_0029,Mathematics,Coordinate Geometry,easy,True,54,4,4
ATT_26873,STU_0276,JEE,3,2026-02-15,Q_0030,Mathematics,Probability,easy,True,51,4,4
ATT_26874,STU_0276,JEE,3,2026-02-15,Q_0031,Mathematics,Probability,easy,True,68,4,4
ATT_26875,STU_0277,JEE,1,2026-02-01,Q_0001,Physics,Mechanics,easy,True,71,4,4
ATT_26876,STU_0277,JEE,1,2026-02-01,Q_0002,Physics,Mechanics,easy,True,59,4,4
ATT_26877,STU_0277,JEE,1,2026-02-01,Q_0003,Physics,Thermodynamics,easy,True,68,4,4
ATT_26878,STU_0277,JEE,1,2026-02-01,Q_0004,Physics,Thermodynamics,easy,True,51,4,4
ATT_26879,STU_0277,JEE,1,2026-02-01,Q_0005,Physics,Electromagnetism,easy,True,49,4,4
ATT_26880,STU_0277,JEE,1,2026-02-01,Q_0006,Physics,Electromagnetism,easy,True,53,4,4
ATT_26881,STU_0277,JEE,1,2026-02-01,Q_0007,Physics,Electromagnetism,easy,True,60,4,4
ATT_26882,STU_0277,JEE,1,2026-02-01,Q_0008,Physics,Optics,easy,True,50,4,4
ATT_26883,STU_0277,JEE,1,2026-02-01,Q_0009,Physics,Optics,easy,True,39,4,4
ATT_26884,STU_0277,JEE,1,2026-02-01,Q_0010,Physics,Modern Physics,easy,True,45,4,4
ATT_26885,STU_0277,JEE,1,2026-02-01,Q_0011,Physics,Modern Physics,easy,True,70,4,4
ATT_26886,STU_0277,JEE,1,2026-02-01,Q_0012,Physics,Modern Physics,easy,True,85,4,4
ATT_26887,STU_0277,JEE,1,2026-02-01,Q_0013,Chemistry,Physical Chemistry,easy,True,73,4,4
ATT_26888,STU_0277,JEE,1,2026-02-01,Q_0014,Chemistry,Physical Chemistry,easy,True,47,4,4
ATT_26889,STU_0277,JEE,1,2026-02-01,Q_0015,Chemistry,Physical Chemistry,easy,True,57,4,4
ATT_26890,STU_0277,JEE,1,2026-02-01,Q_0016,Chemistry,Organic Chemistry,easy,True,59,4,4
ATT_26891,STU_0277,JEE,1,2026-02-01,Q_0017,Chemistry,Organic Chemistry,easy,True,49,4,4
ATT_26892,STU_0277,JEE,1,2026-02-01,Q_0018,Chemistry,Inorganic Chemistry,easy,True,82,4,4
ATT_26893,STU_0277,JEE,1,2026-02-01,Q_0019,Chemistry,Inorganic Chemistry,easy,True,45,4,4
ATT_26894,STU_0277,JEE,1,2026-02-01,Q_0020,Mathematics,Algebra,easy,True,69,4,4
ATT_26895,STU_0277,JEE,1,2026-02-01,Q_0021,Mathematics,Algebra,easy,True,54,4,4
ATT_26896,STU_0277,JEE,1,2026-02-01,Q_0022,Mathematics,Algebra,easy,True,52,4,4
ATT_26897,STU_0277,JEE,1,2026-02-01,Q_0023,Mathematics,Calculus,easy,True,83,4,4
ATT_26898,STU_0277,JEE,1,2026-02-01,Q_0024,Mathematics,Calculus,easy,True,39,4,4
ATT_26899,STU_0277,JEE,1,2026-02-01,Q_0025,Mathematics,Trigonometry,easy,True,50,4,4
ATT_26900,STU_0277,JEE,1,2026-02-01,Q_0026,Mathematics,Trigonometry,easy,True,56,4,4
ATT_26901,STU_0277,JEE,1,2026-02-01,Q_0027,Mathematics,Coordinate Geometry,easy,True,52,4,4
ATT_26902,STU_0277,JEE,1,2026-02-01,Q_0028,Mathematics,Coordinate Geometry,medium,True,115,4,4
ATT_26903,STU_0277,JEE,1,2026-02-01,Q_0029,Mathematics,Probability,easy,True,51,4,4
ATT_26904,STU_0277,JEE,1,2026-02-01,Q_0030,Mathematics,Probability,easy,True,51,4,4
ATT_26905,STU_0277,JEE,1,2026-02-01,Q_0031,Mathematics,Probability,easy,True,54,4,4
ATT_26906,STU_0277,JEE,2,2026-02-08,Q_0001,Physics,Mechanics,easy,True,86,4,4
ATT_26907,STU_0277,JEE,2,2026-02-08,Q_0002,Physics,Mechanics,easy,True,54,4,4
ATT_26908,STU_0277,JEE,2,2026-02-08,Q_0003,Physics,Thermodynamics,easy,True,41,4,4
ATT_26909,STU_0277,JEE,2,2026-02-08,Q_0004,Physics,Thermodynamics,easy,True,57,4,4
ATT_26910,STU_0277,JEE,2,2026-02-08,Q_0005,Physics,Thermodynamics,easy,True,80,4,4
ATT_26911,STU_0277,JEE,2,2026-02-08,Q_0006,Physics,Electromagnetism,easy,True,59,4,4
ATT_26912,STU_0277,JEE,2,2026-02-08,Q_0007,Physics,Electromagnetism,easy,True,56,4,4
ATT_26913,STU_0277,JEE,2,2026-02-08,Q_0008,Physics,Electromagnetism,easy,True,71,4,4
ATT_26914,STU_0277,JEE,2,2026-02-08,Q_0009,Physics,Optics,easy,True,42,4,4
ATT_26915,STU_0277,JEE,2,2026-02-08,Q_0010,Physics,Optics,easy,True,82,4,4
ATT_26916,STU_0277,JEE,2,2026-02-08,Q_0011,Physics,Modern Physics,easy,True,85,4,4
ATT_26917,STU_0277,JEE,2,2026-02-08,Q_0012,Physics,Modern Physics,easy,True,49,4,4
ATT_26918,STU_0277,JEE,2,2026-02-08,Q_0013,Chemistry,Physical Chemistry,easy,True,53,4,4
ATT_26919,STU_0277,JEE,2,2026-02-08,Q_0014,Chemistry,Physical Chemistry,easy,True,63,4,4
ATT_26920,STU_0277,JEE,2,2026-02-08,Q_0015,Chemistry,Organic Chemistry,easy,True,87,4,4
ATT_26921,STU_0277,JEE,2,2026-02-08,Q_0016,Chemistry,Organic Chemistry,easy,True,39,4,4
ATT_26922,STU_0277,JEE,2,2026-02-08,Q_0017,Chemistry,Organic Chemistry,easy,True,42,4,4
ATT_26923,STU_0277,JEE,2,2026-02-08,Q_0018,Chemistry,Inorganic Chemistry,easy,True,74,4,4
ATT_26924,STU_0277,JEE,2,2026-02-08,Q_0019,Chemistry,Inorganic Chemistry,easy,True,74,4,4
ATT_26925,STU_0277,JEE,2,2026-02-08,Q_0020,Chemistry,Inorganic Chemistry,easy,True,48,4,4
ATT_26926,STU_0277,JEE,2,2026-02-08,Q_0021,Mathematics,Algebra,medium,True,118,4,4
ATT_26927,STU_0277,JEE,2,2026-02-08,Q_0022,Mathematics,Algebra,easy,True,35,4,4
ATT_26928,STU_0277,JEE,2,2026-02-08,Q_0023,Mathematics,Algebra,easy,True,61,4,4
ATT_26929,STU_0277,JEE,2,2026-02-08,Q_0024,Mathematics,Calculus,medium,True,99,4,4
ATT_26930,STU_0277,JEE,2,2026-02-08,Q_0025,Mathematics,Calculus,easy,True,89,4,4
ATT_26931,STU_0277,JEE,2,2026-02-08,Q_0026,Mathematics,Calculus,easy,True,86,4,4
ATT_26932,STU_0277,JEE,2,2026-02-08,Q_0027,Mathematics,Trigonometry,easy,True,55,4,4
ATT_26933,STU_0277,JEE,2,2026-02-08,Q_0028,Mathematics,Trigonometry,easy,True,48,4,4
ATT_26934,STU_0277,JEE,2,2026-02-08,Q_0029,Mathematics,Coordinate Geometry,easy,True,54,4,4
ATT_26935,STU_0277,JEE,2,2026-02-08,Q_0030,Mathematics,Coordinate Geometry,easy,True,85,4,4
ATT_26936,STU_0277,JEE,2,2026-02-08,Q_0031,Mathematics,Probability,easy,True,33,4,4
ATT_26937,STU_0277,JEE,2,2026-02-08,Q_0032,Mathematics,Probability,easy,True,47,4,4
ATT_26938,STU_0277,JEE,2,2026-02-08,Q_0033,Mathematics,Probability,easy,True,63,4,4
ATT_26939,STU_0277,JEE,3,2026-02-15,Q_0001,Physics,Mechanics,easy,True,57,4,4
ATT_26940,STU_0277,JEE,3,2026-02-15,Q_0002,Physics,Mechanics,easy,True,70,4,4
ATT_26941,STU_0277,JEE,3,2026-02-15,Q_0003,Physics,Mechanics,easy,True,68,4,4
ATT_26942,STU_0277,JEE,3,2026-02-15,Q_0004,Physics,Thermodynamics,easy,True,48,4,4
ATT_26943,STU_0277,JEE,3,2026-02-15,Q_0005,Physics,Thermodynamics,easy,True,89,4,4
ATT_26944,STU_0277,JEE,3,2026-02-15,Q_0006,Physics,Electromagnetism,easy,True,59,4,4
ATT_26945,STU_0277,JEE,3,2026-02-15,Q_0007,Physics,Electromagnetism,easy,True,72,4,4
ATT_26946,STU_0277,JEE,3,2026-02-15,Q_0008,Physics,Optics,easy,True,51,4,4
ATT_26947,STU_0277,JEE,3,2026-02-15,Q_0009,Physics,Optics,easy,True,49,4,4
ATT_26948,STU_0277,JEE,3,2026-02-15,Q_0010,Physics,Modern Physics,easy,True,81,4,4
ATT_26949,STU_0277,JEE,3,2026-02-15,Q_0011,Physics,Modern Physics,easy,True,75,4,4
ATT_26950,STU_0277,JEE,3,2026-02-15,Q_0012,Chemistry,Physical Chemistry,easy,True,43,4,4
ATT_26951,STU_0277,JEE,3,2026-02-15,Q_0013,Chemistry,Physical Chemistry,easy,True,63,4,4
ATT_26952,STU_0277,JEE,3,2026-02-15,Q_0014,Chemistry,Organic Chemistry,easy,True,77,4,4
ATT_26953,STU_0277,JEE,3,2026-02-15,Q_0015,Chemistry,Organic Chemistry,easy,True,75,4,4
ATT_26954,STU_0277,JEE,3,2026-02-15,Q_0016,Chemistry,Organic Chemistry,easy,True,85,4,4
ATT_26955,STU_0277,JEE,3,2026-02-15,Q_0017,Chemistry,Inorganic Chemistry,easy,True,31,4,4
ATT_26956,STU_0277,JEE,3,2026-02-15,Q_0018,Chemistry,Inorganic Chemistry,easy,True,83,4,4
ATT_26957,STU_0277,JEE,3,2026-02-15,Q_0019,Mathematics,Algebra,easy,True,50,4,4
ATT_26958,STU_0277,JEE,3,2026-02-15,Q_0020,Mathematics,Algebra,easy,True,57,4,4
ATT_26959,STU_0277,JEE,3,2026-02-15,Q_0021,Mathematics,Algebra,easy,True,54,4,4
ATT_26960,STU_0277,JEE,3,2026-02-15,Q_0022,Mathematics,Calculus,easy,True,33,4,4
ATT_26961,STU_0277,JEE,3,2026-02-15,Q_0023,Mathematics,Calculus,easy,True,51,4,4
ATT_26962,STU_0277,JEE,3,2026-02-15,Q_0024,Mathematics,Trigonometry,easy,True,62,4,4
ATT_26963,STU_0277,JEE,3,2026-02-15,Q_0025,Mathematics,Trigonometry,easy,True,56,4,4
ATT_26964,STU_0277,JEE,3,2026-02-15,Q_0026,Mathematics,Trigonometry,easy,True,88,4,4
ATT_26965,STU_0277,JEE,3,2026-02-15,Q_0027,Mathematics,Coordinate Geometry,easy,True,88,4,4
ATT_26966,STU_0277,JEE,3,2026-02-15,Q_0028,Mathematics,Coordinate Geometry,easy,True,53,4,4
ATT_26967,STU_0277,JEE,3,2026-02-15,Q_0029,Mathematics,Probability,easy,True,71,4,4
ATT_26968,STU_0277,JEE,3,2026-02-15,Q_0030,Mathematics,Probability,easy,True,84,4,4
ATT_26969,STU_0278,JEE,1,2026-02-01,Q_0001,Physics,Mechanics,medium,False,214,4,-1
ATT_26970,STU_0278,JEE,1,2026-02-01,Q_0002,Physics,Mechanics,medium,True,83,4,4
ATT_26971,STU_0278,JEE,1,2026-02-01,Q_0003,Physics,Mechanics,medium,False,104,4,-1
ATT_26972,STU_0278,JEE,1,2026-02-01,Q_0004,Physics,Thermodynamics,medium,True,68,4,4
ATT_26973,STU_0278,JEE,1,2026-02-01,Q_0005,Physics,Thermodynamics,medium,False,165,4,-1
ATT_26974,STU_0278,JEE,1,2026-02-01,Q_0006,Physics,Electromagnetism,medium,True,75,4,4
ATT_26975,STU_0278,JEE,1,2026-02-01,Q_0007,Physics,Electromagnetism,medium,False,121,4,-1
ATT_26976,STU_0278,JEE,1,2026-02-01,Q_0008,Physics,Optics,medium,True,105,4,4
ATT_26977,STU_0278,JEE,1,2026-02-01,Q_0009,Physics,Optics,medium,True,65,4,4
ATT_26978,STU_0278,JEE,1,2026-02-01,Q_0010,Physics,Optics,medium,False,104,4,-1
ATT_26979,STU_0278,JEE,1,2026-02-01,Q_0011,Physics,Modern Physics,medium,True,65,4,4
ATT_26980,STU_0278,JEE,1,2026-02-01,Q_0012,Physics,Modern Physics,medium,False,146,4,-1
ATT_26981,STU_0278,JEE,1,2026-02-01,Q_0013,Physics,Modern Physics,easy,True,78,4,4
ATT_26982,STU_0278,JEE,1,2026-02-01,Q_0014,Chemistry,Physical Chemistry,medium,True,104,4,4
ATT_26983,STU_0278,JEE,1,2026-02-01,Q_0015,Chemistry,Physical Chemistry,easy,True,81,4,4
ATT_26984,STU_0278,JEE,1,2026-02-01,Q_0016,Chemistry,Organic Chemistry,easy,True,70,4,4
ATT_26985,STU_0278,JEE,1,2026-02-01,Q_0017,Chemistry,Organic Chemistry,easy,True,52,4,4
ATT_26986,STU_0278,JEE,1,2026-02-01,Q_0018,Chemistry,Organic Chemistry,medium,True,122,4,4
ATT_26987,STU_0278,JEE,1,2026-02-01,Q_0019,Chemistry,Inorganic Chemistry,medium,True,129,4,4
ATT_26988,STU_0278,JEE,1,2026-02-01,Q_0020,Chemistry,Inorganic Chemistry,easy,True,44,4,4
ATT_26989,STU_0278,JEE,1,2026-02-01,Q_0021,Mathematics,Algebra,medium,True,75,4,4
ATT_26990,STU_0278,JEE,1,2026-02-01,Q_0022,Mathematics,Algebra,medium,False,115,4,-1
ATT_26991,STU_0278,JEE,1,2026-02-01,Q_0023,Mathematics,Algebra,medium,True,92,4,4
ATT_26992,STU_0278,JEE,1,2026-02-01,Q_0024,Mathematics,Calculus,medium,False,128,4,-1
ATT_26993,STU_0278,JEE,1,2026-02-01,Q_0025,Mathematics,Calculus,hard,False,159,4,-1
ATT_26994,STU_0278,JEE,1,2026-02-01,Q_0026,Mathematics,Trigonometry,medium,True,104,4,4
ATT_26995,STU_0278,JEE,1,2026-02-01,Q_0027,Mathematics,Trigonometry,medium,False,92,4,-1
ATT_26996,STU_0278,JEE,1,2026-02-01,Q_0028,Mathematics,Trigonometry,hard,False,300,4,-1
ATT_26997,STU_0278,JEE,1,2026-02-01,Q_0029,Mathematics,Coordinate Geometry,medium,False,165,4,-1
ATT_26998,STU_0278,JEE,1,2026-02-01,Q_0030,Mathematics,Coordinate Geometry,medium,True,118,4,4
ATT_26999,STU_0278,JEE,1,2026-02-01,Q_0031,Mathematics,Coordinate Geometry,medium,True,98,4,4
ATT_27000,STU_0278,JEE,1,2026-02-01,Q_0032,Mathematics,Probability,medium,True,80,4,4
ATT_27001,STU_0278,JEE,1,2026-02-01,Q_0033,Mathematics,Probability,hard,False,204,4,-1
ATT_27002,STU_0278,JEE,1,2026-02-01,Q_0034,Mathematics,Probability,medium,False,110,4,-1
ATT_27003,STU_0278,JEE,2,2026-02-08,Q_0001,Physics,Mechanics,medium,True,149,4,4
ATT_27004,STU_0278,JEE,2,2026-02-08,Q_0002,Physics,Mechanics,medium,True,145,4,4
ATT_27005,STU_0278,JEE,2,2026-02-08,Q_0003,Physics,Mechanics,medium,True,144,4,4
ATT_27006,STU_0278,JEE,2,2026-02-08,Q_0004,Physics,Thermodynamics,medium,False,151,4,-1
ATT_27007,STU_0278,JEE,2,2026-02-08,Q_0005,Physics,Thermodynamics,medium,False,118,4,-1
ATT_27008,STU_0278,JEE,2,2026-02-08,Q_0006,Physics,Thermodynamics,medium,True,106,4,4
ATT_27009,STU_0278,JEE,2,2026-02-08,Q_0007,Physics,Electromagnetism,medium,False,220,4,-1
ATT_27010,STU_0278,JEE,2,2026-02-08,Q_0008,Physics,Electromagnetism,easy,True,48,4,4
ATT_27011,STU_0278,JEE,2,2026-02-08,Q_0009,Physics,Electromagnetism,easy,True,33,4,4
ATT_27012,STU_0278,JEE,2,2026-02-08,Q_0010,Physics,Optics,easy,True,72,4,4
ATT_27013,STU_0278,JEE,2,2026-02-08,Q_0011,Physics,Optics,medium,True,128,4,4
ATT_27014,STU_0278,JEE,2,2026-02-08,Q_0012,Physics,Optics,medium,True,89,4,4
ATT_27015,STU_0278,JEE,2,2026-02-08,Q_0013,Physics,Modern Physics,easy,True,44,4,4
ATT_27016,STU_0278,JEE,2,2026-02-08,Q_0014,Physics,Modern Physics,easy,True,33,4,4
ATT_27017,STU_0278,JEE,2,2026-02-08,Q_0015,Physics,Modern Physics,easy,True,59,4,4
ATT_27018,STU_0278,JEE,2,2026-02-08,Q_0016,Chemistry,Physical Chemistry,easy,True,86,4,4
ATT_27019,STU_0278,JEE,2,2026-02-08,Q_0017,Chemistry,Physical Chemistry,easy,True,69,4,4
ATT_27020,STU_0278,JEE,2,2026-02-08,Q_0018,Chemistry,Organic Chemistry,easy,True,72,4,4
ATT_27021,STU_0278,JEE,2,2026-02-08,Q_0019,Chemistry,Organic Chemistry,easy,True,65,4,4
ATT_27022,STU_0278,JEE,2,2026-02-08,Q_0020,Chemistry,Organic Chemistry,medium,True,141,4,4
ATT_27023,STU_0278,JEE,2,2026-02-08,Q_0021,Chemistry,Inorganic Chemistry,medium,True,119,4,4
ATT_27024,STU_0278,JEE,2,2026-02-08,Q_0022,Chemistry,Inorganic Chemistry,easy,True,86,4,4
ATT_27025,STU_0278,JEE,2,2026-02-08,Q_0023,Chemistry,Inorganic Chemistry,easy,True,90,4,4
ATT_27026,STU_0278,JEE,2,2026-02-08,Q_0024,Mathematics,Algebra,medium,False,105,4,-1
ATT_27027,STU_0278,JEE,2,2026-02-08,Q_0025,Mathematics,Algebra,easy,True,86,4,4
ATT_27028,STU_0278,JEE,2,2026-02-08,Q_0026,Mathematics,Calculus,medium,True,60,4,4
ATT_27029,STU_0278,JEE,2,2026-02-08,Q_0027,Mathematics,Calculus,medium,True,60,4,4
ATT_27030,STU_0278,JEE,2,2026-02-08,Q_0028,Mathematics,Calculus,medium,True,93,4,4
ATT_27031,STU_0278,JEE,2,2026-02-08,Q_0029,Mathematics,Trigonometry,medium,True,107,4,4
ATT_27032,STU_0278,JEE,2,2026-02-08,Q_0030,Mathematics,Trigonometry,medium,True,60,4,4
ATT_27033,STU_0278,JEE,2,2026-02-08,Q_0031,Mathematics,Coordinate Geometry,medium,True,125,4,4
ATT_27034,STU_0278,JEE,2,2026-02-08,Q_0032,Mathematics,Coordinate Geometry,medium,False,194,4,-1
ATT_27035,STU_0278,JEE,2,2026-02-08,Q_0033,Mathematics,Coordinate Geometry,medium,True,96,4,4
ATT_27036,STU_0278,JEE,2,2026-02-08,Q_0034,Mathematics,Probability,hard,False,300,4,-1
ATT_27037,STU_0278,JEE,2,2026-02-08,Q_0035,Mathematics,Probability,medium,True,140,4,4
ATT_27038,STU_0278,JEE,2,2026-02-08,Q_0036,Mathematics,Probability,medium,True,92,4,4
ATT_27039,STU_0278,JEE,3,2026-02-15,Q_0001,Physics,Mechanics,medium,True,139,4,4
ATT_27040,STU_0278,JEE,3,2026-02-15,Q_0002,Physics,Mechanics,easy,True,59,4,4
ATT_27041,STU_0278,JEE,3,2026-02-15,Q_0003,Physics,Thermodynamics,medium,True,86,4,4
ATT_27042,STU_0278,JEE,3,2026-02-15,Q_0004,Physics,Thermodynamics,easy,True,90,4,4
ATT_27043,STU_0278,JEE,3,2026-02-15,Q_0005,Physics,Electromagnetism,medium,True,109,4,4
ATT_27044,STU_0278,JEE,3,2026-02-15,Q_0006,Physics,Electromagnetism,medium,True,103,4,4
ATT_27045,STU_0278,JEE,3,2026-02-15,Q_0007,Physics,Optics,medium,True,123,4,4
ATT_27046,STU_0278,JEE,3,2026-02-15,Q_0008,Physics,Optics,medium,False,158,4,-1
ATT_27047,STU_0278,JEE,3,2026-02-15,Q_0009,Physics,Optics,easy,True,39,4,4
ATT_27048,STU_0278,JEE,3,2026-02-15,Q_0010,Physics,Modern Physics,medium,False,109,4,-1
ATT_27049,STU_0278,JEE,3,2026-02-15,Q_0011,Physics,Modern Physics,medium,True,147,4,4
ATT_27050,STU_0278,JEE,3,2026-02-15,Q_0012,Physics,Modern Physics,medium,True,68,4,4
ATT_27051,STU_0278,JEE,3,2026-02-15,Q_0013,Chemistry,Physical Chemistry,easy,True,80,4,4
ATT_27052,STU_0278,JEE,3,2026-02-15,Q_0014,Chemistry,Physical Chemistry,easy,True,45,4,4
ATT_27053,STU_0278,JEE,3,2026-02-15,Q_0015,Chemistry,Organic Chemistry,easy,True,80,4,4
ATT_27054,STU_0278,JEE,3,2026-02-15,Q_0016,Chemistry,Organic Chemistry,easy,True,60,4,4
ATT_27055,STU_0278,JEE,3,2026-02-15,Q_0017,Chemistry,Organic Chemistry,easy,True,50,4,4
ATT_27056,STU_0278,JEE,3,2026-02-15,Q_0018,Chemistry,Inorganic Chemistry,easy,True,63,4,4
ATT_27057,STU_0278,JEE,3,2026-02-15,Q_0019,Chemistry,Inorganic Chemistry,easy,True,74,4,4
ATT_27058,STU_0278,JEE,3,2026-02-15,Q_0020,Chemistry,Inorganic Chemistry,easy,True,57,4,4
ATT_27059,STU_0278,JEE,3,2026-02-15,Q_0021,Mathematics,Algebra,easy,True,58,4,4
ATT_27060,STU_0278,JEE,3,2026-02-15,Q_0022,Mathematics,Algebra,medium,True,79,4,4
ATT_27061,STU_0278,JEE,3,2026-02-15,Q_0023,Mathematics,Calculus,medium,False,108,4,-1
ATT_27062,STU_0278,JEE,3,2026-02-15,Q_0024,Mathematics,Calculus,easy,True,86,4,4
ATT_27063,STU_0278,JEE,3,2026-02-15,Q_0025,Mathematics,Trigonometry,medium,True,81,4,4
ATT_27064,STU_0278,JEE,3,2026-02-15,Q_0026,Mathematics,Trigonometry,medium,True,63,4,4
ATT_27065,STU_0278,JEE,3,2026-02-15,Q_0027,Mathematics,Coordinate Geometry,easy,True,54,4,4
ATT_27066,STU_0278,JEE,3,2026-02-15,Q_0028,Mathematics,Coordinate Geometry,medium,True,92,4,4
ATT_27067,STU_0278,JEE,3,2026-02-15,Q_0029,Mathematics,Coordinate Geometry,easy,True,64,4,4
ATT_27068,STU_0278,JEE,3,2026-02-15,Q_0030,Mathematics,Probability,medium,True,101,4,4
ATT_27069,STU_0278,JEE,3,2026-02-15,Q_0031,Mathematics,Probability,medium,True,90,4,4
ATT_27070,STU_0278,JEE,3,2026-02-15,Q_0032,Mathematics,Probability,medium,True,91,4,4
ATT_27071,STU_0279,JEE,1,2026-02-01,Q_0001,Physics,Mechanics,easy,True,61,4,4
ATT_27072,STU_0279,JEE,1,2026-02-01,Q_0002,Physics,Mechanics,easy,True,32,4,4
ATT_27073,STU_0279,JEE,1,2026-02-01,Q_0003,Physics,Mechanics,easy,True,31,4,4
ATT_27074,STU_0279,JEE,1,2026-02-01,Q_0004,Physics,Thermodynamics,easy,True,53,4,4
ATT_27075,STU_0279,JEE,1,2026-02-01,Q_0005,Physics,Thermodynamics,medium,True,84,4,4
ATT_27076,STU_0279,JEE,1,2026-02-01,Q_0006,Physics,Electromagnetism,easy,True,55,4,4
ATT_27077,STU_0279,JEE,1,2026-02-01,Q_0007,Physics,Electromagnetism,easy,True,46,4,4
ATT_27078,STU_0279,JEE,1,2026-02-01,Q_0008,Physics,Optics,easy,True,52,4,4
ATT_27079,STU_0279,JEE,1,2026-02-01,Q_0009,Physics,Optics,easy,True,61,4,4
ATT_27080,STU_0279,JEE,1,2026-02-01,Q_0010,Physics,Modern Physics,easy,True,36,4,4
ATT_27081,STU_0279,JEE,1,2026-02-01,Q_0011,Physics,Modern Physics,easy,True,46,4,4
ATT_27082,STU_0279,JEE,1,2026-02-01,Q_0012,Chemistry,Physical Chemistry,medium,True,146,4,4
ATT_27083,STU_0279,JEE,1,2026-02-01,Q_0013,Chemistry,Physical Chemistry,medium,True,127,4,4
ATT_27084,STU_0279,JEE,1,2026-02-01,Q_0014,Chemistry,Physical Chemistry,medium,True,82,4,4
ATT_27085,STU_0279,JEE,1,2026-02-01,Q_0015,Chemistry,Organic Chemistry,easy,True,84,4,4
ATT_27086,STU_0279,JEE,1,2026-02-01,Q_0016,Chemistry,Organic Chemistry,easy,True,70,4,4
ATT_27087,STU_0279,JEE,1,2026-02-01,Q_0017,Chemistry,Organic Chemistry,easy,True,43,4,4
ATT_27088,STU_0279,JEE,1,2026-02-01,Q_0018,Chemistry,Inorganic Chemistry,easy,True,56,4,4
ATT_27089,STU_0279,JEE,1,2026-02-01,Q_0019,Chemistry,Inorganic Chemistry,easy,True,55,4,4
ATT_27090,STU_0279,JEE,1,2026-02-01,Q_0020,Chemistry,Inorganic Chemistry,medium,True,72,4,4
ATT_27091,STU_0279,JEE,1,2026-02-01,Q_0021,Mathematics,Algebra,medium,True,80,4,4
ATT_27092,STU_0279,JEE,1,2026-02-01,Q_0022,Mathematics,Algebra,medium,False,89,4,-1
ATT_27093,STU_0279,JEE,1,2026-02-01,Q_0023,Mathematics,Calculus,medium,True,121,4,4
ATT_27094,STU_0279,JEE,1,2026-02-01,Q_0024,Mathematics,Calculus,medium,False,91,4,-1
ATT_27095,STU_0279,JEE,1,2026-02-01,Q_0025,Mathematics,Calculus,medium,False,120,4,-1
ATT_27096,STU_0279,JEE,1,2026-02-01,Q_0026,Mathematics,Trigonometry,medium,True,62,4,4
